img_type,city,AUC,Change_ratio,FoM,Hits,Overal_Acc,name,metric_type,area,perimeter,perimeter_area_ratio,shape_index,fractal_dimension
no_distance,an_qing_shi,0.8579668546126022,0.491008030873732,0.1786289477491749,0.303222943831845,0.9411641344565196,an_qing_shi,Mean,1.078228333228023,492.0660048905956,1001.499633382184,1.2441563502508406,1.048887456364258
no_distance,an_yang_shi,0.8493099859125862,0.3444446894984252,0.1981976780677094,0.3308921309606519,0.9361110430574592,an_yang_shi,Mean,4.986850859451091,1091.6367687881511,959.6345495599538,1.3452963251626475,1.0536800353156386
no_distance,bang_bu_shi,0.7566757983981771,0.4054700992184135,0.1940328455287429,0.3250970565642903,0.9169191273811358,bang_bu_shi,Mean,2.194578933179037,752.5383497780848,979.6304150480314,1.3217095451660714,1.0547664375766514
no_distance,bao_ding_shi,0.8534354618332427,0.331312204298928,0.1768619685443868,0.3006023117245873,0.9513642996646212,bao_ding_shi,Mean,4.141783503567652,1063.5149958598402,1015.0046224427618,1.357720548301846,1.0536401750837436
no_distance,bei_jing_shi,0.8788855470259284,0.3415230240617247,0.1478338430170413,0.2576249822632338,0.9380918996737424,bei_jing_shi,Mean,2.9144531576131665,889.1578232286447,1023.3785637122784,1.3099974323704329,1.0503750981885962
no_distance,bin_zhou_shi,0.7758952255937241,0.3586599686094981,0.1666360943527495,0.2857197893262243,0.9231957988823832,bin_zhou_shi,Mean,4.025335478905024,965.7029259140728,938.0677253878072,1.2905788988365194,1.0478248735889426
no_distance,bo_zhou_shi,0.7567831377301428,0.3696252227762879,0.1440234239500982,0.2518494066271958,0.9129943002901456,bo_zhou_shi,Mean,2.611262334217038,832.3612320011129,902.7587778814292,1.3494044507277236,1.0566025940429538
no_distance,cang_zhou_shi,0.7909961428108303,0.3012609450516486,0.1619070526873158,0.2787501634973032,0.9383314587393382,cang_zhou_shi,Mean,3.925801565021823,996.5569745546104,965.3998551303592,1.3361451039987484,1.0527442345851836
no_distance,chang_zhou_shi,0.7548213883868368,0.3731882438437761,0.1737441833381444,0.2961133454297333,0.8604696140675726,chang_zhou_shi,Mean,2.3364376446181727,722.3085131746515,976.9738618274312,1.272561870910816,1.050252516532736
no_distance,cheng_de_shi,0.9556137213617528,0.8874079772907008,0.2066574893263509,0.3431370823922027,0.9885536948368642,cheng_de_shi,Mean,1.2641870985564072,502.2590099352742,1104.7212150711866,1.2239179199288777,1.0437824604601145
no_distance,chi_zhou_shi,0.8652013686032674,0.5599499292177086,0.1828965917956437,0.3093975131786081,0.9583925487894274,chi_zhou_shi,Mean,1.1934619302394238,519.2661864801523,986.7997214899282,1.2486043505288116,1.0491861893063956
no_distance,chu_zhou_shi,0.7621202142606252,0.5371954654278898,0.1822254639364063,0.3083767669074179,0.911147089586693,chu_zhou_shi,Mean,1.668952352629345,604.8097918890055,1024.2575927609737,1.258654163687544,1.048808609182268
no_distance,de_zhou_shi,0.8237116524877546,0.2604909732028362,0.1512228976098403,0.2627933677773582,0.9472015669467576,de_zhou_shi,Mean,4.324352158237042,1067.1060296085636,886.6393140200599,1.3515888262690303,1.0548897884091362
no_distance,dong_ying_shi,0.7700655316894196,0.4990166864083414,0.1907144205205005,0.3204508585017538,0.885074260712492,dong_ying_shi,Mean,3.053504489711963,794.9666123198763,1021.0977232059396,1.2605278401506308,1.0457471238577172
no_distance,fu_yang_shi,0.7537424658509376,0.4150750372427294,0.1982026997501941,0.3309127638592303,0.8682680438972756,fu_yang_shi,Mean,2.7681136977179057,899.2158187236182,905.2559140108214,1.376387066960863,1.059100172274562
no_distance,han_dan_shi,0.8129561508798797,0.3764210111613679,0.2051206973040335,0.3405225849208173,0.9253177045857576,han_dan_shi,Mean,4.832076886464657,1098.2511792998014,992.8082928805678,1.3578190041557472,1.0548873797126903
no_distance,he_bi_shi,0.8075793907444242,0.3502469965934567,0.1586030413898156,0.2738205149826371,0.93001846842654,he_bi_shi,Mean,4.773390543372501,1075.5380276627648,935.286555160214,1.3575110256788925,1.0554455931297575
no_distance,he_fei_shi,0.7519214644897705,0.5423338839449329,0.2215140692868061,0.3627880437382417,0.8451757562256833,he_fei_shi,Mean,1.5189994613723443,587.5367479932859,952.8016808908468,1.2715918635792631,1.0509919491777675
no_distance,he_ze_shi,0.7926300037411147,0.3182309621094521,0.1830460017167541,0.3094965501867282,0.9065747731947787,he_ze_shi,Mean,4.607320012999732,1124.0322443835523,924.48234096601,1.3748825727912726,1.0555351669707478
no_distance,heng_shui_shi,0.8270110120962118,0.3243684024933486,0.1806725506470218,0.306163463403741,0.9474681180597768,heng_shui_shi,Mean,4.862312889107909,1176.3945648652125,852.1570064241879,1.4048259244998964,1.0595356139929175
no_distance,huai_an_shi,0.840333580559369,0.5401895755194005,0.2337144919202201,0.3790458480893839,0.9161506896167432,huai_an_shi,Mean,1.1389295261231374,472.4587244774776,1030.304947980262,1.2184939066145823,1.045169213708817
no_distance,huai_bei_shi,0.8135735646355029,0.3732114501275178,0.1928625637716377,0.3234794491257811,0.9057384191776402,huai_bei_shi,Mean,3.6820984978538287,1005.5962569306324,874.2530033026333,1.3703231793211963,1.0569834958849225
no_distance,huai_nan_shi,0.7752002587375012,0.3266553721922207,0.1604854310511819,0.2766463797981478,0.9011883552414652,huai_nan_shi,Mean,3.149273928916942,890.4543354541836,964.446496055068,1.3261580358356768,1.0535168801962609
no_distance,huang_shan_shi,0.9458417375544448,0.5830000503730234,0.2149029099383678,0.3536759208235907,0.977492752281356,huang_shan_shi,Mean,1.0833864916710512,487.8835641933452,1015.894510147254,1.2346055402797589,1.0469956005755956
no_distance,ji_nan_shi,0.8088025655758728,0.2819662895089146,0.1518085748834465,0.2636890649353035,0.930565785545695,ji_nan_shi,Mean,3.8495835840163983,958.6433439532034,938.3783790654996,1.306345693493468,1.0501855873110602
no_distance,ji_ning_shi,0.799079481225117,0.3381226343173257,0.1696658980927885,0.2901527210337027,0.9178446500698588,ji_ning_shi,Mean,4.204217965641157,1026.6275072401695,944.2427388149472,1.3390515042542763,1.0522758294993295
no_distance,jiao_zuo_shi,0.8305300785697659,0.3355255017993851,0.2038070803839734,0.3386810453651738,0.921445844758543,jiao_zuo_shi,Mean,4.258073170737014,931.7635015025126,1040.806551827725,1.2857491224405058,1.0491652797705224
no_distance,kai_feng_shi,0.7536744083068766,0.4902466087763139,0.2693661216557791,0.4245487599792352,0.8487724184001928,kai_feng_shi,Mean,4.359810940725646,1050.4078226535337,986.811206025557,1.3498732849662165,1.053641208037325
no_distance,lai_wu_shi,0.8527722932535,0.462277399029244,0.1972338974514578,0.3295248446007967,0.9109768222014588,lai_wu_shi,Mean,2.103795463731808,675.8673376613981,1062.419111282656,1.254049617075063,1.0454624690088803
no_distance,lang_fang_shi,0.7890114368760268,0.4148599192477393,0.2131405883568343,0.3514587716001202,0.901976895190012,lang_fang_shi,Mean,4.179565494202852,1091.339950861072,960.9007980295632,1.3226192445604052,1.0496868859552009
no_distance,lian_yun_gang_shi,0.796553388585924,0.4313933913034625,0.2147622264375512,0.3536967343190089,0.9131285837632768,lian_yun_gang_shi,Mean,2.2283272768756803,631.8867777938505,1021.4151603123042,1.2413536001558705,1.0460041987223665
no_distance,liao_cheng_shi,0.7714887292543968,0.31899977049308,0.1760890575883202,0.2995336709145266,0.9137433050426448,liao_cheng_shi,Mean,4.683983187888277,1157.2592898663297,892.3437620081164,1.3902583790815084,1.0571875773698964
no_distance,lin_yi_shi,0.8324321292990255,0.4251208050798924,0.2416082907642709,0.3893038797892113,0.9116746353329018,lin_yi_shi,Mean,3.729498384551571,885.6109580464836,976.3466521946176,1.2854644460358244,1.0479167395820843
no_distance,liu_an_shi,0.8386184411570078,0.4327967921384387,0.1594250250456625,0.2750497268305204,0.9419863470941152,liu_an_shi,Mean,1.34917360344056,550.8616868005226,994.9437772751344,1.2573367479663495,1.0492350946014772
no_distance,luo_yang_shi,0.9108080306725076,0.457966861555804,0.2088750363422618,0.3456378193116017,0.9602480054387872,luo_yang_shi,Mean,2.455860103359476,700.453757043398,1041.181803874672,1.264167502440544,1.0474895961437642
no_distance,ma_an_shan_shi,0.7916382853120815,0.5148687019171875,0.2224274942606896,0.3639914734595207,0.8891208081173665,ma_an_shan_shi,Mean,2.004084601079208,687.6618556326082,1003.6944687587874,1.2607529110570317,1.0486401146732345
no_distance,nan_jing_shi,0.7479033416003134,0.4684492871649783,0.2256213839037041,0.3682229985575687,0.8408552478768915,nan_jing_shi,Mean,2.1316852478347843,712.0139191821836,966.6775693044126,1.2639223686366887,1.049044521251675
no_distance,nan_tong_shi,0.697619258266874,0.5104686418172699,0.1771347179170478,0.3010149707329372,0.8294339586518115,nan_tong_shi,Mean,1.4271727043493632,563.409804560456,1089.3962613244448,1.2535878554916144,1.048074908017526
no_distance,nan_yang_shi,0.8175369998518972,0.5182281810200495,0.1677809645098447,0.287455654985948,0.923612149730398,nan_yang_shi,Mean,1.7866953769682576,640.5011458878696,1020.909247763172,1.2953862978508826,1.0520392058080332
no_distance,ping_ding_shan_shi,0.8584428061254057,0.3813607569936191,0.1970018291742075,0.3292584507361452,0.9301497292416502,ping_ding_shan_shi,Mean,2.227024278488715,708.8746307346916,995.82747611188,1.292203754344069,1.0507985495808427
no_distance,pu_yang_shi,0.7474658459464495,0.3522617183219516,0.1830698143541967,0.3095403316190768,0.9044689105522687,pu_yang_shi,Mean,5.0924318958851815,1203.3385257176476,899.3481406585482,1.3965675223420226,1.0577192534732591
no_distance,qin_huang_dao_shi,0.899869945814292,0.5412012649822391,0.2560421161075401,0.4077603654257661,0.950075449399096,qin_huang_dao_shi,Mean,2.605807055677713,826.7513446090207,1010.3558190827232,1.3298169970453275,1.0530886941101667
no_distance,qing_dao_shi,0.8366900718118407,0.3892497071863611,0.2310442856363266,0.3754154326069035,0.9116457844800516,qing_dao_shi,Mean,4.153479081449507,1030.9364512829902,944.0951255539202,1.3023952081908758,1.0496075608821136
no_distance,ri_zhao_shi,0.8433202503181431,0.5035831031563751,0.2602579272106754,0.4131346738728523,0.9083265338640828,ri_zhao_shi,Mean,3.5264538542772925,884.6909154695966,944.1097379660958,1.2934377879554304,1.0497616148768478
no_distance,san_men_xia_shi,0.957024980497996,0.6335927748493195,0.2388606268729267,0.3857221080538832,0.9780135453183028,san_men_xia_shi,Mean,1.0652878728784805,482.14444915750187,1085.3075393298243,1.2301296975958185,1.0450605653537215
no_distance,shang_qiu_shi,0.7937770856910323,0.3372963775611186,0.1991091641962052,0.3321606937704469,0.9128731269174364,shang_qiu_shi,Mean,3.5477565330171603,1030.7557588273794,912.0315414775192,1.4018243418288894,1.0596879974521745
no_distance,shi_jia_zhuang_shi,0.8227267247520412,0.3310445954513784,0.1650739376266431,0.283413948535947,0.9374862065783368,shi_jia_zhuang_shi,Mean,4.888276419784699,1102.4866899444366,999.7957045907534,1.3453819568911958,1.0530152419414414
no_distance,su_qian_shi,0.8166267880024058,0.4999094938421017,0.2104248261276887,0.3477642048686773,0.901534621675969,su_qian_shi,Mean,1.6354561091949844,597.0884388475981,971.122273362928,1.2671463239190168,1.0505664888805577
no_distance,su_zhou_shi,0.80496618615412,0.3646168494655328,0.1760378155362631,0.299437004740732,0.8691691311248005,su_zhou_shi,Mean,3.1710979768436687,919.9818151723312,1037.1909225837005,1.2896890123215303,1.0500108612381711
no_distance,ta_he_shi,0.8379786873334948,0.2774879429075449,0.2151661099383798,0.3542160909563469,0.9366089852913898,ta_he_shi,Mean,5.598873933813675,1324.1696309616295,841.6082971137329,1.4530020499189154,1.06437571467049
no_distance,tai_an_shi,0.7962926490984742,0.393102276921372,0.1838522584609217,0.3106563851756387,0.9059536902776952,tai_an_shi,Mean,3.0671459321653853,832.6726099380322,1035.2459243792025,1.2987031433361282,1.0501748854578288
no_distance,tai_zhou_shi,0.7790379178763933,0.580932385660838,0.2622774239713967,0.4156719069403075,0.8474184638685383,tai_zhou_shi,Mean,1.5125544490258271,582.9768952908637,1011.4895348856924,1.2599478565480629,1.050357249862113
no_distance,tang_shan_shi,0.7838404841575233,0.4723878717994615,0.2139629255526353,0.3525940097011508,0.9162830171035908,tang_shan_shi,Mean,2.8785678018202203,871.1099743735339,987.988468274492,1.324557710132477,1.0536406463338732
no_distance,tian_jin_shi,0.7557311737400718,0.465006996114271,0.2003668476528834,0.3339135358213706,0.8802497758434761,tian_jin_shi,Mean,3.973728684585297,1053.2148924648052,942.4380069038,1.3351306228709012,1.0523689890176864
no_distance,tong_ling_shi,0.8222413542926239,0.4630155430479791,0.1982793926184345,0.3310462336277401,0.8933223075293121,tong_ling_shi,Mean,1.636030880207914,644.7399588937399,1009.1785525794317,1.2639830417741251,1.0489033800918035
no_distance,wei_fang_shi,0.7834273475231256,0.4556972860670523,0.1890965031031447,0.3181419913963472,0.8978490899681205,wei_fang_shi,Mean,3.259284708063252,867.5708448602271,984.0228753615912,1.2863816605044125,1.048321918442023
no_distance,wei_hai_shi,0.8228886397608371,0.4882242344682675,0.1989631255897692,0.3319997726216044,0.9250242053657136,wei_hai_shi,Mean,2.6507263597390778,860.5229441390693,991.9805743033024,1.3342055543027338,1.0545820948135485
no_distance,wu_hu_shi,0.7644438044688122,0.5031803576654057,0.1926042204432706,0.3231167364253756,0.8969186127032822,wu_hu_shi,Mean,1.3408989324417888,554.1141486777951,1009.5313962103044,1.2496095261807945,1.0483926397275427
no_distance,wu_xi_shi,0.7768121196272347,0.3153065315560653,0.1604211328484918,0.2765250230417345,0.8678241607724729,wu_xi_shi,Mean,3.2514315632129773,909.7950286952572,1002.487632347662,1.2835466305528134,1.0498974482594043
no_distance,xin_xiang_shi,0.8058740063902021,0.3219876885940567,0.2005148344190156,0.3340963081025989,0.924050653154046,xin_xiang_shi,Mean,4.845672655127871,1039.711182025707,994.3905624599984,1.3289462468234114,1.0523439514059847
no_distance,xin_yang_shi,0.8063118437758208,0.363220666864656,0.1376525943680056,0.2420664627979579,0.9449720503851484,xin_yang_shi,Mean,1.1215399072196568,491.7210179620021,1048.0383949769223,1.2340096524623765,1.0477660460219629
no_distance,xing_tai_shi,0.8185066052861962,0.3669812934568625,0.1960919117945552,0.3279755958541538,0.9327968670831688,xing_tai_shi,Mean,4.737191548737378,1049.004877273797,976.0542329631538,1.3432592103040129,1.0542584772749648
no_distance,xu_chang_shi,0.7932160804020099,0.4113975851412763,0.2201454092134014,0.3609436225549544,0.89435426821877,xu_chang_shi,Mean,4.339061079044305,1059.154316394851,949.0715703056878,1.3554831016673112,1.0558159359648611
no_distance,xu_zhou_shi,0.7815247148410154,0.4072358150459504,0.2339748029163925,0.3793072411249028,0.8784519315987653,xu_zhou_shi,Mean,3.5413042500859686,935.6734444184466,967.4142707732212,1.335519015353887,1.0538700344419858
no_distance,xuan_cheng_shi,0.85161392511711,0.584088317905463,0.186921044245289,0.3151297416459698,0.9538122232639809,xuan_cheng_shi,Mean,1.155387282444365,496.4830139249367,1013.933859159376,1.2275530280846216,1.0459139686456127
no_distance,yan_cheng_shi,0.7768747794657587,0.6047020684947977,0.1899497073340675,0.3193267613811228,0.8987224495351597,yan_cheng_shi,Mean,1.085617004736506,464.8791580679788,1047.080688397556,1.2157707484164646,1.043473567268938
no_distance,yan_tai_shi,0.8285151047641652,0.4342248164427714,0.2102848611638272,0.3475996429370381,0.9392487615706172,yan_tai_shi,Mean,2.900188577047729,845.833744829128,986.6363893170736,1.3228884115223334,1.0537747827139758
no_distance,yang_zhou_shi,0.8067093767160757,0.5400242541432164,0.2286665799485381,0.3723041783239565,0.8836930864276475,yang_zhou_shi,Mean,1.5223665149659995,554.0945424846973,1012.365035213158,1.2343566864314357,1.04583098278008
no_distance,zao_zhuang_shi,0.7786978560085613,0.3057226372684451,0.1769673478646544,0.3007490156612542,0.9089147172952438,zao_zhuang_shi,Mean,3.9022364980298265,933.5989686817124,969.429425976576,1.308215660306174,1.0499735052095969
no_distance,zhang_jia_kou_shi,0.8923489651244697,0.7947850919723296,0.2354176028915021,0.3814662632618076,0.9663776505658698,zhang_jia_kou_shi,Mean,1.5193825086952102,593.9439329195037,1101.3563998417744,1.2430137459257755,1.0446313457907863
no_distance,zhen_jiang_shi,0.7624016995944152,0.4816764348099104,0.2242627556890335,0.3664435383707038,0.8507113489065,zhen_jiang_shi,Mean,2.2698307362436707,732.8045151009601,994.2869382486258,1.2854649141654808,1.0517844953223876
no_distance,zheng_zhou_shi,0.7911878236495796,0.4686003956371068,0.2753790606881483,0.4319204611793439,0.8324955961123919,zheng_zhou_shi,Mean,3.2999786131796616,825.185607204302,1068.3278068324753,1.2605034743847583,1.047008287041288
no_distance,zhou_kou_shi,0.8206918667347751,0.26410866684593,0.1760837897100143,0.2995409867459389,0.9380794997569584,zhou_kou_shi,Mean,4.8712820155960745,1247.5708388605017,797.774997091936,1.4500870988456047,1.064354731978474
no_distance,zhu_ma_dian_shi,0.8084653612223707,0.4426211272073088,0.1824277594675186,0.3086579123475701,0.9143472264830326,zhu_ma_dian_shi,Mean,2.1211693675549927,703.3396978523532,960.13720161302,1.310752386872866,1.053917580720423
no_distance,zi_bo_shi,0.8484615612414119,0.3278975976744659,0.1803239313696873,0.3055911851802267,0.914596712723744,zi_bo_shi,Mean,3.956450196579048,937.27714273811,987.2638507005898,1.2656800719703525,1.0453635366522471
